Serial No,time_stamp,AccXYZ_Measurement_Index,AccX_Measurement_Index,AccY_Measurement_Index,AccZ_Measurement_Index,AE_Measurement_Index,AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Zero Crossing Rate,AccX_Zero Crossing Rate,AccY_Zero Crossing Rate,AccZ_Zero Crossing Rate,AE_Zero Crossing Rate,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_K(t),AccX_K(t),AccY_K(t),AccZ_K(t),AE_K(t),AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
485,Tue Apr 26 12:19:42 2022,5600,5600,5600,5600,5612,2.9180116653442383,2.2015380859375,3.61199951171875,3.99993896484375,2.999999761581421,2.9180116653442383,2.0,1.99993896484375,2.0,1.5,1.5326520204544067,-1.0299612283706665,0.008731117472052574,0.0039068604819476604,0.014520976692438126,1.610176920890808,1.1040047407150269,0.5632559657096863,1.0279039144515991,1.2274106740951538,1.0,8.0,896.0,989.0,1183.0,1.8122304677963257,1.8115863800048828,3.5506751537323,1.9457072019577026,1.222084879875183,0,0,0,0,0,0.9518531560897827,-0.9329319000244141,0.015501153655350208,0.0038008030969649553,0.011830577626824379,1.1462913751602173,-1.1792172193527222,0.04810210317373276,0.003679306013509631,0.030497340485453606,1.4143774509429932,1.4967738389968872,2.9332971572875977,2.352686882019043,1.3460427522659302
486,Tue Apr 26 12:19:45 2022,5603,5603,5603,5603,5614,1.111627221107483,1.09405517578125,0.4617919921875,0.4716796875,1.1559480428695679,1.111627221107483,1.09405517578125,0.245361328125,0.23919677734375,0.6466489434242249,1.033655047416687,-1.0316232442855835,0.009253310970962048,0.003619079478085041,-1.6789889514257084e-06,1.0337860584259033,1.0317492485046387,0.044510528445243835,0.0471731461584568,0.08993884921073914,1.0,0,697.0,973.0,1376.0,1.0752971172332764,1.0603886842727661,5.5124335289001465,5.070613384246826,7.189873218536377,0,0,0,0,0,0.9998732805252075,-0.9998778700828552,0.20789039134979248,0.07671906054019928,-1.8668117263587192e-05,1.000378131866455,-1.0003635883331299,0.27578574419021606,0.2822711169719696,0.2652541995048523,1.0010120868682861,1.0009698867797852,4.907364845275879,6.4979705810546875,8.212713241577148
487,Tue Apr 26 12:19:47 2022,5605,5605,5605,5605,5617,2.7694144248962402,1.97430419921875,3.88348388671875,1.9078369140625,2.999999761581421,2.7694144248962402,1.97430419921875,2.0,1.1251220703125,1.5,1.0550950765609741,-1.0316784381866455,0.01095912978053093,0.002744598314166069,0.001203997409902513,1.0636014938354492,1.0353208780288696,0.21190957725048065,0.12022028863430023,0.7755328416824341,1.0,0,720.0,918.0,1059.0,2.6038084030151367,1.9069490432739258,9.437987327575684,9.358837127685547,1.9341540336608887,0,0,0,0,0,0.9920022487640381,-0.9964818358421326,0.051716066896915436,0.02282974310219288,0.0015524777118116617,1.0373547077178955,-1.0111510753631592,0.03776712715625763,1.3078120946884155,-0.0011799198109656572,1.133579969406128,1.0324934720993042,47.57490158081055,28.622045516967773,2.37748646736145
488,Tue Apr 26 12:19:50 2022,5608,5608,5608,5608,5619,2.163053274154663,1.56414794921875,1.812744140625,2.9857177734375,2.999999761581421,2.163053274154663,1.56414794921875,0.94805908203125,1.4954833984375,1.5,1.1345012187957764,-1.031852126121521,0.010233649984002113,0.0032638548873364925,0.002213260857388377,1.1504794359207153,1.0464842319488525,0.2958265542984009,0.3754459321498871,0.792680025100708,1.0,0,532.0,843.0,985.0,1.8801320791244507,1.4946694374084473,3.204780101776123,3.9832191467285156,1.8923146724700928,0,0,0,0,0,0.9861117005348206,-0.9860178232192993,0.03459341078996658,0.008693275041878223,0.0027921239379793406,1.0436303615570068,-1.0413761138916016,0.0782361626625061,-0.2226100116968155,0.0034355265088379383,1.122117519378662,1.1117349863052368,2.7623562812805176,3.5284290313720703,2.265249729156494
489,Tue Apr 26 12:19:52 2022,5610,5610,5610,5611,5622,2.007474660873413,1.6256103515625,2.1981201171875,2.69793701171875,2.999999761581421,2.007474660873413,1.6256103515625,1.28955078125,1.3701171875,1.5,1.1387264728546143,-1.0320547819137573,0.00957412738353014,0.0026768874377012253,0.0007807159563526511,1.155953049659729,1.0493773221969604,0.3004293143749237,0.3804950714111328,0.8426723480224609,1.0,0,552.0,855.0,1151.0,1.7366403341293335,1.549118995666504,4.292359828948975,3.6008801460266113,1.7800512313842773,0,0,0,0,0,0.9850975275039673,-0.9834925532341003,0.03186815232038498,0.007035274989902973,0.000926476321183145,1.045790433883667,-1.0480636358261108,0.08914358168840408,-0.1257341355085373,0.0006722728139720857,1.126539945602417,1.1293412446975708,3.023449659347534,3.1295950412750244,2.1336934566497803
490,Tue Apr 26 12:19:55 2022,5613,5613,5613,5613,5624,2.148719549179077,1.7698974609375,2.0872802734375,2.85028076171875,2.999999761581421,2.148719549179077,1.7698974609375,1.13482666015625,1.6483154296875,1.5,1.1508100032806396,-1.0313787460327148,0.009419708512723446,0.002823791466653347,-0.0003092000260949135,1.175468921661377,1.05763578414917,0.3328121304512024,0.3903440237045288,0.8168882727622986,1.0,0,704.0,933.0,1242.0,1.8279680013656616,1.6734470129013062,3.409811496734619,4.222724914550781,1.8362364768981934,0,0,0,0,0,0.9790220856666565,-0.975173830986023,0.02830338105559349,0.007234109565615654,-0.0003785095759667456,1.0609358549118042,-1.0701122283935547,0.12093858420848846,-0.12409254908561707,0.015567470341920853,1.1656782627105713,1.1888267993927002,2.772927761077881,3.3012607097625732,2.186072826385498
491,Tue Apr 26 12:19:57 2022,5615,5615,5615,5615,5627,3.46406626701355,3.99993896484375,3.99993896484375,3.99993896484375,2.999999761581421,3.46406626701355,2.0,2.0,2.0,1.5,1.2438644170761108,-1.0131309032440186,0.0065203094854950905,0.001555862370878458,-0.006049869116395712,1.3116260766983032,1.0862128734588623,0.45085152983665466,0.5807230472564697,1.2206988334655762,1.0,44.0,747.0,918.0,1113.0,2.6410470008850098,1.8412597179412842,4.436049938201904,3.4439823627471924,1.228804349899292,0,0,0,0,0,0.9483376741409302,-0.9327185750007629,0.014462210237979889,0.002679181285202503,-0.0049560703337192535,1.2122756242752075,-1.043452262878418,0.2105208933353424,-0.004991104360669851,0.01367092877626419,1.7350246906280518,1.3192439079284668,6.000899791717529,6.695522308349609,1.3547887802124023
492,Tue Apr 26 12:20:00 2022,5618,5618,5618,5618,5629,3.063711166381836,2.2213134765625,3.77740478515625,3.99993896484375,2.999999761581421,3.063711166381836,2.0,1.99993896484375,2.0,1.5,1.564911961555481,-1.029821515083313,0.0071263122372329235,0.003260650672018528,0.020098527893424034,1.640407681465149,1.1077133417129517,0.6075775623321533,1.0463066101074219,1.228492021560669,1.0,10.0,991.0,1031.0,1183.0,1.8676522970199585,1.8055212497711182,3.2916603088378906,1.9114855527877808,1.2210091352462769,0,0,0,0,0,0.9539774656295776,-0.9296823143959045,0.011729057878255844,0.003116343403235078,0.016360323876142502,1.1368262767791748,-1.1880249977111816,0.07171400636434555,0.005293439608067274,0.026750473305583,1.384505033493042,1.5213220119476318,3.042231798171997,2.187284231185913,1.3469152450561523
493,Tue Apr 26 12:20:02 2022,5620,5620,5621,5621,5632,2.97971510887146,2.29486083984375,3.55023193359375,3.99993896484375,2.999999761581421,2.97971510887146,2.0,1.81097412109375,2.0,1.5,1.5582008361816406,-1.0315359830856323,0.007701111026108265,-0.005371589679270983,0.016547076404094696,1.6286864280700684,1.1086804866790771,0.5880134701728821,1.03811776638031,1.235795497894287,1.0,8.0,991.0,1036.0,1191.0,1.8295204639434814,1.8039462566375732,3.079817295074463,1.9265637397766113,1.2137930393218994,0,0,0,0,0,0.9567224383354187,-0.9304177165031433,0.013096828013658524,-0.005174354650080204,0.01338981743901968,1.1269723176956177,-1.184483289718628,0.04131032153964043,0.053474802523851395,0.030718384310603142,1.353756308555603,1.509824275970459,2.8802108764648438,2.162151575088501,1.3354920148849487
494,Tue Apr 26 12:20:05 2022,5623,5623,5623,5623,5634,3.0493898391723633,2.14520263671875,3.99993896484375,3.99993896484375,2.999999761581421,3.0493898391723633,2.0,2.0,2.0,1.5,1.5928833484649658,-1.0283732414245605,0.00904918648302555,0.009778022766113281,0.02383514679968357,1.6624776124954224,1.1052051782608032,0.612316370010376,1.0804728269577026,1.2353308200836182,1.0,10.0,996.0,1029.0,1174.0,1.8342441320419312,1.8096187114715576,3.2662854194641113,1.8510414361953735,1.214249610900879,0,0,0,0,0,0.9581382274627686,-0.9304817318916321,0.014778613112866879,0.009049762971699238,0.01929454505443573,1.1241519451141357,-1.1829572916030884,0.016507260501384735,0.04199542477726936,0.031119709834456444,1.3476448059082031,1.5063180923461914,2.89504337310791,2.1591079235076904,1.3348487615585327
495,Tue Apr 26 12:20:07 2022,5625,5625,5626,5626,5637,3.054140090942383,2.30242919921875,3.94549560546875,3.99993896484375,2.999999761581421,3.054140090942383,2.0,2.0,2.0,1.5,1.522152304649353,-1.0303137302398682,0.007572975009679794,0.004552764818072319,-0.0033270851708948612,1.5940405130386353,1.1011968851089478,0.5734559297561646,0.9997401237487793,0.5294158458709717,1.0,10.0,895.0,1018.0,1090.0,1.9159739017486572,1.816205620765686,3.487626314163208,2.0005199909210205,2.8333115577697754,0,0,0,0,0,0.9549018740653992,-0.9356307983398438,0.013205853290855885,0.004553948063403368,-0.0062844459898769855,1.1353780031204224,-1.168597936630249,0.026351850479841232,0.033011604100465775,0.058003392070531845,1.3819891214370728,1.464717149734497,3.182283639907837,2.3879244327545166,6.26846170425415
496,Tue Apr 26 12:20:10 2022,5628,5628,5628,5628,5639,1.0863970518112183,1.07855224609375,0.31561279296875,0.31536865234375,0.7262191772460938,1.0863970518112183,1.07855224609375,0.17059326171875,0.17364501953125,0.42027604579925537,1.0330075025558472,-1.0314158201217651,0.009242363274097443,0.003683815011754632,-5.237645382294431e-05,1.0331263542175293,1.0315320491790771,0.04273795336484909,0.038270022720098495,0.07161945104598999,1.0,0,741.0,956.0,1388.0,1.0515626668930054,1.045582890510559,3.991610527038574,4.5373640060424805,5.868183135986328,0,0,0,0,0,0.9998849630355835,-0.9998873472213745,0.21625657379627228,0.0962584987282753,-0.000731316045857966,1.0003423690795898,-1.000338077545166,0.3897916376590729,0.30818355083465576,0.2048529088497162,1.0009126663208008,1.0009008646011353,3.7755379676818848,4.599173069000244,4.513720512390137
497,Tue Apr 26 12:20:12 2022,5630,5631,5631,5631,5642,2.792091131210327,1.92401123046875,3.99993896484375,1.96844482421875,2.999999761581421,2.792091131210327,1.92401123046875,2.0,1.1304931640625,1.5,1.0543169975280762,-1.0314103364944458,0.01118541695177555,0.0031064606737345457,-0.0024676048196852207,1.0633834600448608,1.035048246383667,0.21575087308883667,0.11362458765506744,0.7441979646682739,1.0,0,718.0,932.0,976.0,2.6256673336029053,1.8588614463806152,9.269950866699219,9.949371337890625,2.0155928134918213,0,0,0,0,0,0.9914739727973938,-0.9964852929115295,0.05184413120150566,0.027339687570929527,-0.0033157907892018557,1.0395481586456299,-1.010547161102295,-0.32748547196388245,0.9639962911605835,0.04619854688644409,1.1407047510147095,1.030076265335083,48.950897216796875,26.658889770507812,2.5053863525390625
498,Tue Apr 26 12:20:15 2022,5633,5633,5633,5633,5644,1.987662672996521,1.5255126953125,2.06561279296875,2.526611328125,2.999999761581421,1.987662672996521,1.5255126953125,1.03558349609375,1.50213623046875,1.5,1.1270085573196411,-1.031116008758545,0.010400619357824326,0.003389243967831135,0.0007768372888676822,1.1416155099868774,1.0454543828964233,0.30446159839630127,0.3429500460624695,0.7604876756668091,1.0,0,527.0,851.0,957.0,1.7410963773727417,1.459186315536499,3.401360034942627,4.380043983459473,1.9724185466766357,0,0,0,0,0,0.9872050285339355,-0.9862850308418274,0.03416069224476814,0.009882616810500622,0.0010214988142251968,1.0387650728225708,-1.0401434898376465,0.05866289511322975,-0.10899966955184937,-0.0011653450783342123,1.1059520244598389,1.1077120304107666,2.9204671382904053,3.0690619945526123,2.2816226482391357
499,Tue Apr 26 12:20:18 2022,5636,5636,5636,5636,5647,2.0016531944274902,1.61956787109375,1.827880859375,2.517822265625,2.999999761581421,2.0016531944274902,1.61956787109375,0.92156982421875,1.374755859375,1.5,1.1342978477478027,-1.0317360162734985,0.008181228302419186,0.003968543838709593,0.00011732389248209074,1.1511180400848389,1.0478330850601196,0.3064696788787842,0.36495980620384216,0.8344271183013916,1.0,0,573.0,842.0,1147.0,1.7388774156570435,1.5456353425979614,3.0070505142211914,3.766869306564331,1.7976405620574951,0,0,0,0,0,0.9853879809379578,-0.9846377372741699,0.026695065200328827,0.010873920284211636,0.0001406041264999658,1.0444786548614502,-1.0448338985443115,0.05008389428257942,-0.161974236369133,0.007585668470710516,1.1223658323287964,1.1205955743789673,2.876373529434204,3.018505573272705,2.1632916927337646
500,Tue Apr 26 12:20:20 2022,5638,5638,5638,5638,5649,2.0201046466827393,1.73193359375,2.3802490234375,2.61016845703125,2.999999761581421,2.0201046466827393,1.73193359375,1.20269775390625,1.518310546875,1.5,1.153896450996399,-1.0312696695327759,0.01004589069634676,0.002929420443251729,0.0019377470016479492,1.1762441396713257,1.0548757314682007,0.33289140462875366,0.3999599814414978,0.8438231348991394,1.0,0,665.0,912.0,1175.0,1.7174195051193237,1.6418366432189941,3.6128830909729004,3.796156167984009,1.7776236534118652,0,0,0,0,0,0.9810007810592651,-0.9776219725608826,0.030177680775523186,0.007324283942580223,0.002296390011906624,1.0549743175506592,-1.0626674890518188,0.2355184108018875,-0.27005717158317566,0.015699023380875587,1.148465633392334,1.1672563552856445,3.110391616821289,3.0672738552093506,2.1302335262298584
501,Tue Apr 26 12:20:23 2022,5641,5641,5641,5641,5652,3.46406626701355,3.99993896484375,3.99993896484375,3.99993896484375,2.999999761581421,3.46406626701355,2.0,2.0,2.0,1.5,1.252099633216858,-1.0113554000854492,0.0038702392484992743,0.00871353130787611,-0.011421993374824524,1.3182852268218994,1.084476113319397,0.4412475526332855,0.6058796048164368,1.2093921899795532,1.0,52.0,706.0,895.0,1133.0,2.627706289291382,1.8442084789276123,4.5326032638549805,3.300985813140869,1.2402924299240112,0,0,0,0,0,0.9497941732406616,-0.9325751066207886,0.008771128952503204,0.014381621964275837,-0.009444408118724823,1.2106354236602783,-1.0369970798492432,-0.03350038453936577,0.09112188220024109,0.011351658031344414,1.7348084449768066,1.3017305135726929,6.314494609832764,6.217959403991699,1.3801487684249878
502,Tue Apr 26 12:20:25 2022,5643,5643,5643,5643,5654,2.974397659301758,2.095947265625,3.61090087890625,3.99993896484375,2.999999761581421,2.974397659301758,2.0,1.8092041015625,2.0,1.5,1.5715745687484741,-1.0296385288238525,0.009866523556411266,-0.0039540864527225494,0.02323891967535019,1.6411819458007812,1.106594443321228,0.5956074595451355,1.055546760559082,1.2403277158737183,1.0,8.0,1004.0,1027.0,1174.0,1.8123509883880615,1.8073468208312988,3.0375778675079346,1.8947526216506958,1.2093578577041626,0,0,0,0,0,0.9575870633125305,-0.9304569959640503,0.016565479338169098,-0.003746007801964879,0.018736112862825394,1.1258379220962524,-1.1831097602844238,0.11426475644111633,-0.00246722181327641,0.029707305133342743,1.3518791198730469,1.5051813125610352,2.6417343616485596,2.1626012325286865,1.3285809755325317
503,Tue Apr 26 12:20:28 2022,5646,5646,5646,5646,5657,3.0437910556793213,2.177490234375,3.55902099609375,3.99993896484375,2.999999761581421,3.0437910556793213,2.0,1.9093017578125,2.0,1.5,1.5752562284469604,-1.0289316177368164,0.007764167618006468,0.0059513854794204235,0.020319662988185883,1.6507333517074585,1.10696280002594,0.5680896043777466,1.0848177671432495,1.2439696788787842,1.0,22.0,977.0,1034.0,1158.0,1.843902349472046,1.8067454099655151,3.3609166145324707,1.8436275720596313,1.2058172225952148,0,0,0,0,0,0.9542766213417053,-0.9295087456703186,0.0136671531945467,0.005486069247126579,0.0163345318287611,1.1323025226593018,-1.1829522848129272,0.04087061062455177,0.03785670921206474,0.030423667281866074,1.3665754795074463,1.5041104555130005,2.8596138954162598,2.1475446224212646,1.3225740194320679
504,Tue Apr 26 12:20:30 2022,5648,5648,5648,5648,5659,2.949244737625122,2.1656494140625,3.5240478515625,3.99993896484375,2.999999761581421,2.949244737625122,2.0,1.82373046875,2.0,1.5,1.5535434484481812,-1.0306891202926636,0.007334060501307249,0.005083275027573109,0.01984439790248871,1.6244535446166992,1.106266736984253,0.5663114786148071,1.046094536781311,1.2320712804794312,1.0,6.0,975.0,1038.0,1169.0,1.8155304193496704,1.807882308959961,3.2203664779663086,1.9118731021881104,1.2174620628356934,0,0,0,0,0,0.9563483595848083,-0.931682288646698,0.012950576841831207,0.004859288223087788,0.016106534749269485,1.1283515691757202,-1.1821439266204834,0.01833752542734146,0.09573463350534439,0.02767251804471016,1.3580607175827026,1.5032317638397217,2.9741556644439697,2.1976523399353027,1.341124415397644
505,Tue Apr 26 12:20:33 2022,5651,5651,5651,5651,5662,3.0340378284454346,2.1575927734375,3.9600830078125,3.99993896484375,2.999999761581421,3.0340378284454346,2.0,1.99993896484375,2.0,1.5,1.5520480871200562,-1.0310887098312378,0.00844165775924921,0.003595008747652173,-0.0003604576631914824,1.6272356510162354,1.1075719594955444,0.6019099354743958,1.0290212631225586,0.5968841910362244,1.0,18.0,921.0,993.0,1064.0,1.8645349740982056,1.8057518005371094,3.322654962539673,1.9435944557189941,2.5130503177642822,0,0,0,0,0,0.9537943005561829,-0.930945098400116,0.014024785719811916,0.0034936193842440844,-0.0006038988358341157,1.137715458869934,-1.1812831163406372,0.03988392651081085,0.04668029397726059,0.07633622735738754,1.3866897821426392,1.5042434930801392,3.019538164138794,2.311386823654175,5.25639009475708
506,Tue Apr 26 12:20:35 2022,5653,5653,5653,5653,5664,1.1232242584228516,1.109130859375,0.40081787109375,0.517333984375,1.215240240097046,1.1232242584228516,1.109130859375,0.20233154296875,0.27630615234375,0.6198649406433105,1.0328361988067627,-1.0314860343933105,0.009286956861615181,0.0032599640544503927,4.8894682549871504e-05,1.0329495668411255,1.0316014289855957,0.03883206099271774,0.03572051227092743,0.08551324158906937,1.0,0,693.0,960.0,1400.0,1.0873950719833374,1.075154423713684,5.210424900054932,7.735223770141602,7.248759746551514,0,0,0,0,0,0.9998902678489685,-0.9998881220817566,0.23915694653987885,0.09126308560371399,0.0005717790918424726,1.0003334283828735,-1.0003348588943481,0.6853912472724915,0.3193201422691345,-0.010953996330499649,1.0008913278579712,1.0008912086486816,5.546197891235352,11.415122985839844,10.878519058227539
507,Tue Apr 26 12:20:37 2022,5655,5656,5656,5656,5667,2.6611580848693848,1.93084716796875,3.79901123046875,1.584716796875,2.999999761581421,2.6611580848693848,1.93084716796875,2.0,0.9658203125,1.5,1.052809476852417,-1.0311366319656372,0.0109627153724432,0.0034442138858139515,0.0002720458141993731,1.0596760511398315,1.033782720565796,0.2093115746974945,0.10196106880903244,0.7444679737091064,1.0,0,648.0,905.0,1083.0,2.511293888092041,1.8677494525909424,9.555132865905762,9.472441673278809,2.014861583709717,0,0,0,0,0,0.9935201406478882,-0.9974403977394104,0.052375104278326035,0.03377969563007355,0.0003654231259133667,1.0295228958129883,-1.0078850984573364,-0.673827588558197,1.4481604099273682,0.010450809262692928,1.1033713817596436,1.0225224494934082,46.140892028808594,28.343252182006836,2.6296181678771973
508,Tue Apr 26 12:20:40 2022,5658,5658,5658,5658,5669,1.9375205039978027,1.55487060546875,1.9945068359375,2.48699951171875,2.999999761581421,1.9375205039978027,1.55487060546875,1.14453125,1.330322265625,1.5,1.1308311223983765,-1.0317351818084717,0.008837089873850346,0.0033435439690947533,0.0025865398347377777,1.1467376947402954,1.047184944152832,0.30325573682785034,0.355591356754303,0.7830762267112732,1.0,0,527.0,855.0,972.0,1.6895934343338013,1.4848098754882812,3.7741453647613525,3.741154670715332,1.9155223369598389,0,0,0,0,0,0.9861288666725159,-0.9852463603019714,0.029140718281269073,0.009402770549058914,0.0033030498307198286,1.0427043437957764,-1.0432487726211548,0.0718090832233429,-0.11856440454721451,0.0050010401755571365,1.1178747415542603,1.1163188219070435,2.9234845638275146,3.069204092025757,2.1965887546539307
509,Tue Apr 26 12:20:43 2022,5661,5661,5661,5661,5672,1.939905047416687,1.6715087890625,2.0286865234375,2.578857421875,2.999999761581421,1.939905047416687,1.6715087890625,1.04937744140625,1.38665771484375,1.5,1.1375195980072021,-1.0313622951507568,0.008562126196920872,0.0030807494185864925,0.0003761711122933775,1.154085397720337,1.0478814840316772,0.3198930323123932,0.36266517639160156,0.821085512638092,1.0,0,546.0,844.0,1099.0,1.6809024810791016,1.595131516456604,3.2804009914398193,3.8235204219818115,1.8268499374389648,0,0,0,0,0,0.9856459498405457,-0.9842356443405151,0.02676559053361416,0.00849474873393774,0.00045813879114575684,1.0434986352920532,-1.0463787317276,0.11467064172029495,-0.02112327143549919,-0.01353444717824459,1.119276523590088,1.1252998113632202,2.803704023361206,2.9228386878967285,2.193063259124756
510,Tue Apr 26 12:20:45 2022,5663,5663,5663,5663,5674,2.0225751399993896,1.8880615234375,2.3111572265625,2.530517578125,2.999999761581421,2.0225751399993896,1.8880615234375,1.1673583984375,1.2999267578125,1.5,1.1570261716842651,-1.0320072174072266,0.010770225897431374,0.001492996234446764,-0.0017158268019557,1.1787296533584595,1.0554845333099365,0.3457861542701721,0.39469999074935913,0.7842333316802979,1.0,0,700.0,909.0,1147.0,1.7158939838409424,1.7888102531433105,3.3759546279907227,3.2934553623199463,1.9126960039138794,0,0,0,0,0,0.9815874099731445,-0.9777568578720093,0.031147070229053497,0.0037826101761311293,-0.002187903504818678,1.0538946390151978,-1.062832236289978,0.20401649177074432,-0.077312171459198,0.037473246455192566,1.146148681640625,1.1688928604125977,2.9856579303741455,2.986976385116577,2.2931506633758545
511,Tue Apr 26 12:20:47 2022,5665,5665,5666,5666,5677,3.464101552963257,3.99993896484375,3.99993896484375,3.99993896484375,2.999999761581421,3.464101552963257,2.0,2.0,2.0,1.5,1.241073489189148,-1.0121921300888062,0.0059699248522520065,0.013683662749826908,-0.007515541277825832,1.3045951128005981,1.0747178792953491,0.44170811772346497,0.593165934085846,1.200377345085144,1.0,42.0,660.0,935.0,1125.0,2.6553077697753906,1.860953450202942,4.527876853942871,3.3717377185821533,1.2496070861816406,0,0,0,0,0,0.951309323310852,-0.9418212175369263,0.013515542261302471,0.023068862035870552,-0.006260982248932123,1.2023067474365234,-1.055483341217041,0.2409348487854004,0.07751808315515518,0.008053225465118885,1.7024654150009155,1.2886772155761719,6.238872051239014,6.530136585235596,1.3942893743515015
512,Tue Apr 26 12:20:50 2022,5668,5668,5668,5668,5679,2.8989803791046143,2.133544921875,3.47998046875,3.99993896484375,2.999999761581421,2.8989803791046143,2.0,1.74810791015625,2.0,1.5,1.5702683925628662,-1.0297335386276245,0.006134720053523779,-0.0012546158395707607,0.029311902821063995,1.6387934684753418,1.1090316772460938,0.5637387633323669,1.066719651222229,1.2578898668289185,1.0,6.0,981.0,1033.0,1179.0,1.768972396850586,1.803375005722046,3.1009182929992676,1.8749068975448608,1.192473292350769,0,0,0,0,0,0.9581856727600098,-0.928497850894928,0.010882203467190266,-0.0011761438800022006,0.023302439600229263,1.1207780838012695,-1.1862465143203735,0.04389757663011551,0.06290220469236374,0.03204214572906494,1.3340061902999878,1.5100793838500977,3.069056749343872,2.0989017486572266,1.3033117055892944
513,Tue Apr 26 12:20:52 2022,5670,5671,5671,5671,5682,2.947819232940674,2.21368408203125,3.51422119140625,3.99993896484375,2.999999761581421,2.947819232940674,2.0,1.8331298828125,2.0,1.5,1.5527184009552002,-1.0309233665466309,0.007773017976433039,0.0009186935494653881,0.023988986387848854,1.6243442296981812,1.1111125946044922,0.5487571358680725,1.050138235092163,1.2323917150497437,1.0,10.0,973.0,1038.0,1180.0,1.814774990081787,1.7999975681304932,3.3405120372772217,1.9045112133026123,1.2171454429626465,0,0,0,0,0,0.9559047818183899,-0.9278298020362854,0.01416476909071207,0.0008748310501687229,0.019465390592813492,1.1298335790634155,-1.1881095170974731,0.010592218488454819,0.08365003764629364,0.03416380658745766,1.3626104593276978,1.5171502828598022,2.842623710632324,2.2046186923980713,1.3442579507827759
514,Tue Apr 26 12:20:55 2022,5673,5673,5673,5673,5684,3.0765063762664795,2.06158447265625,3.79241943359375,3.99993896484375,2.999999761581421,3.0765063762664795,2.0,1.92962646484375,2.0,1.5,1.5500869750976562,-1.0293842554092407,0.006895942613482475,0.004219284281134605,0.019520480185747147,1.6183112859725952,1.1055314540863037,0.576209545135498,1.031851053237915,1.236142635345459,1.0,2.0,975.0,1025.0,1177.0,1.9010597467422485,1.8090846538543701,3.348827600479126,1.93826425075531,1.2134522199630737,0,0,0,0,0,0.9578422904014587,-0.9311216473579407,0.011967768892645836,0.004089043941348791,0.01579144597053528,1.1229966878890991,-1.182408332824707,-0.008121239952743053,0.1062023863196373,0.029200781136751175,1.3415327072143555,1.5011961460113525,3.1303446292877197,2.208534002304077,1.3307695388793945
515,Tue Apr 26 12:20:58 2022,5676,5676,5676,5676,5687,2.9837872982025146,2.39251708984375,3.7723388671875,3.99993896484375,2.999999761581421,2.9837872982025146,2.0,1.99993896484375,2.0,1.5,1.5195082426071167,-1.0297335386276245,0.008322067558765411,0.0009779739193618298,-0.002133952220901847,1.5909414291381836,1.1046205759048462,0.573898434638977,0.9907305240631104,0.6632959246635437,1.0,26.0,892.0,1004.0,951.0,1.8754853010177612,1.8105764389038086,3.484830856323242,2.0187125205993652,2.2614340782165527,0,0,0,0,0,0.9551000595092773,-0.9322056174278259,0.014500941149890423,0.000987124047242105,-0.003217194927856326,1.134341835975647,-1.1738150119781494,0.010087531059980392,0.08900148421525955,0.016668058931827545,1.3780516386032104,1.4830117225646973,3.224229335784912,2.361095905303955,4.26321268081665
516,Tue Apr 26 12:21:00 2022,5678,5678,5678,5678,5690,1.1077470779418945,1.08648681640625,0.3966064453125,0.37371826171875,0.767378568649292,1.1077470779418945,1.08648681640625,0.22528076171875,0.20806884765625,0.4248613715171814,1.0321719646453857,-1.0310090780258179,0.009540366940200329,0.003695793217048049,-0.00012869010970462114,1.0322524309158325,1.031087875366211,0.03691098839044571,0.032260458916425705,0.05344580486416817,1.0,0,641.0,899.0,1648.0,1.0731358528137207,1.0537285804748535,6.103352069854736,6.449655532836914,7.9493865966796875,0,0,0,0,0,0.9999220371246338,-0.999923586845398,0.2584695518016815,0.11456108838319778,-0.0024078618735074997,1.000239372253418,-1.0002304315567017,0.36432507634162903,-0.26881083846092224,0.3606349229812622,1.0006405115127563,1.0006115436553955,5.735692024230957,10.218952178955078,10.187692642211914
