,time_stamp,AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
282,Tue Apr 26 12:11:16 2022,2.948245048522949,2.26025390625,3.91094970703125,3.99993896484375,2.999999761581421,2.948245048522949,2.0,1.97479248046875,2.0,1.5,1.5898457765579224,-1.031502366065979,0.0098659517243504,0.0012039565481245,0.0219690706580877,1.6632941961288452,1.108540177345276,0.5921517610549927,1.089515209197998,1.240800380706787,1.7725337743759155,1.804174542427063,3.3349432945251465,1.8356788158416748,1.2088971138000488,0.955841600894928,-0.9305051565170288,0.016661187633872,0.0011050387984141,0.01770556345582,1.1280128955841064,-1.182741641998291,0.0585820116102695,0.0423227250576019,0.0327696055173873,1.3546921014785769,1.5060763359069824,3.0262343883514404,2.131352424621582,1.3296377658843994
283,Tue Apr 26 12:11:19 2022,2.972538948059082,2.3402099609375,3.72576904296875,3.99993896484375,2.999999761581421,2.972538948059082,2.0,1.9417724609375,2.0,1.5,1.6010079383850098,-1.029788851737976,0.0116051100194454,0.0060018920339643,0.0231201834976673,1.670521855354309,1.113108515739441,0.6166877746582031,1.0822815895080566,1.231071949005127,1.7794073820114136,1.7967699766159058,3.148712396621704,1.8479479551315308,1.2184503078460691,0.9583879113197328,-0.9251468777656556,0.0188184529542922,0.0055455919355154,0.0187805294990539,1.1209090948104858,-1.18975031375885,0.069727323949337,0.064805194735527,0.0224205125123262,1.3341965675354004,1.5242403745651243,2.7847464084625244,2.1262128353118896,1.3420695066452026
284,Tue Apr 26 12:11:22 2022,3.1571357250213623,2.27801513671875,3.86041259765625,3.99993896484375,2.999999761581421,3.1571357250213623,2.0,1.97100830078125,2.0,1.5,1.613502860069275,-1.0318363904953003,0.007516860961914,-0.0045222090557217,0.0364232286810874,1.690994143486023,1.1175634860992432,0.5912594795227051,1.1229087114334106,1.2548247575759888,1.867029309272766,1.7896075248718262,3.33357572555542,1.7810887098312378,1.1953860521316528,0.9541741013526917,-0.9232910871505736,0.0127133028581738,-0.0040272278711199,0.0290265455842018,1.130029559135437,-1.1962374448776243,0.0302512645721435,0.0333159491419792,0.0389973744750022,1.357508897781372,1.537858486175537,3.146606206893921,2.053523302078247,1.3067114353179932
285,Tue Apr 26 12:11:24 2022,1.1887130737304688,1.14410400390625,0.67022705078125,0.7349853515625,1.2747931480407717,1.1887130737304688,1.14410400390625,0.3555908203125,0.3721923828125,0.6708433628082275,1.0350093841552734,-1.033021330833435,0.0113037107512354,0.004375038202852,0.0001593041088199,1.035181760787964,1.0331817865371704,0.0436781495809555,0.0472197607159614,0.0869321003556251,1.1483134031295776,1.107359766960144,8.141160011291504,7.882132053375244,7.7168660163879395,0.9998334646224976,-0.9998446702957152,0.2587955594062805,0.0926527008414268,0.0018325118580833,1.0005096197128296,-1.000467300415039,0.4096614122390747,0.644801914691925,0.173211857676506,1.001368522644043,1.0012496709823608,8.516519546508789,15.10395622253418,12.289653778076172
286,Tue Apr 26 12:11:27 2022,1.102849006652832,1.09326171875,0.2996826171875,0.2745361328125,2.999999761581421,1.102849006652832,1.09326171875,0.1734619140625,0.1400146484375,1.5,1.0340869426727295,-1.0329853296279907,0.0110710905864834,0.0042478563264012,0.0038261963054537,1.0341942310333252,1.0330898761749268,0.0363708361983299,0.0309895128011703,0.1842710375785827,1.0663847923278809,1.0582445859909058,4.769258499145508,4.518129825592041,8.140183448791504,0.9998962879180908,-0.9998987913131714,0.3043947219848633,0.1370739936828613,0.0207639597356319,1.0003113746643066,-1.0003067255020142,0.9058009386062622,0.3250950574874878,0.7668561935424805,1.0008323192596436,1.000816822052002,3.938901424407959,5.498659610748291,43.12063217163086
287,Tue Apr 26 12:11:29 2022,1.9009114503860476,1.50982666015625,1.9659423828125,2.48358154296875,2.999999761581421,1.9009114503860476,1.50982666015625,1.0439453125,1.26861572265625,1.5,1.1424046754837036,-1.0326521396636963,0.0105707552284002,0.0061438367702066,-0.0012659762287512,1.1575530767440796,1.0468591451644895,0.3014391362667084,0.3913427889347076,0.7878144383430481,1.6421808004379272,1.442244291305542,3.4632043838500977,3.241699457168579,1.9040017127990725,0.9869134426116944,-0.9864289164543152,0.0350676253437995,0.0156993735581636,-0.0016069472767412,1.0401535034179688,-1.040023684501648,0.0725625529885292,-0.0208314638584852,0.010353229008615,1.1104291677474976,1.107668399810791,2.7521016597747803,2.9113662242889404,2.2496120929718018
288,Tue Apr 26 12:11:32 2022,2.3184642791748047,1.60552978515625,2.0089111328125,2.421875,2.999999761581421,2.3184642791748047,1.60552978515625,1.014404296875,1.23382568359375,1.5,1.141708493232727,-1.0326930284500122,0.0122408298775553,0.0046219252981245,0.0005835494957864,1.1592174768447876,1.0488287210464478,0.3014383316040039,0.398789644241333,0.7995155453681946,2.0000252723693848,1.5307835340499878,3.365213394165039,3.093926191329956,1.8761361837387085,0.984895884990692,-0.9846155047416688,0.0406080745160579,0.0115898828953504,0.0007298788405023,1.046808838844299,-1.0449267625808716,0.0800101831555366,-0.0270456224679946,0.0516400896012783,1.130579113960266,1.1207342147827148,2.792920589447021,2.81675386428833,2.1825075149536133
289,Tue Apr 26 12:11:34 2022,2.183918237686157,1.8443603515625,2.25390625,2.83599853515625,2.999999761581421,2.183918237686157,1.8443603515625,1.18499755859375,1.43341064453125,1.5,1.1643942594528198,-1.0319344997406006,0.0120936585590243,0.0036163330078125,0.0024522074963897,1.1888364553451538,1.0594669580459597,0.3491648733615875,0.4110315442085266,0.8397252559661865,1.8370215892791748,1.7408380508422852,3.393805265426636,3.487349510192871,1.7862985134124756,0.979440212249756,-0.9740129113197328,0.034635953605175,0.0087981885299086,0.0029202497098594,1.0595508813858032,-1.072559475898743,0.100207433104515,-0.0037556895986199,0.0021664733067154,1.161117434501648,1.1946526765823364,2.9650866985321045,3.18733024597168,2.0959362983703613
290,Tue Apr 26 12:11:37 2022,2.0079779624938965,1.7296142578125,2.24517822265625,3.99993896484375,2.999999761581421,2.0079779624938965,1.7296142578125,1.1370849609375,2.0,1.5,1.1559685468673706,-1.0325273275375366,0.0120717240497469,-0.0008271026890724,-0.0029722310137003,1.1808226108551023,1.0580267906188965,0.3471494317054748,0.7129356265068054,0.8262084722518921,1.7004908323287964,1.634754657745361,3.275491237640381,2.805302381515503,1.8155224323272705,0.978951930999756,-0.9758990406990052,0.0347738564014434,-0.0011601365404203,-0.0035974346101284,1.060590386390686,-1.0678480863571167,0.137356624007225,-0.0067101879976689,-0.0041797603480517,1.163589596748352,1.182225465774536,2.843043327331543,5.276164531707764,2.17330002784729
291,Tue Apr 26 12:11:39 2022,3.271034479141236,2.3189697265625,3.59686279296875,3.99993896484375,2.999999761581421,3.271034479141236,2.0,1.86517333984375,2.0,1.5,1.607590675354004,-1.031639814376831,0.0070656966418027,0.0034171296283602,0.0231874138116836,1.6798882484436035,1.110447645187378,0.5755125880241394,1.1214799880981443,1.2460652589797974,1.947173833847046,1.801075458526611,3.2408905029296875,1.7833577394485474,1.203789234161377,0.9569628834724426,-0.9290305972099304,0.0122772231698036,0.003046982223168,0.0186085067689418,1.124597430229187,-1.183621525764465,0.0415992513298988,0.1109608262777328,0.0271572973579168,1.3452928066253662,1.5045933723449707,2.9813709259033203,2.079319715499878,1.3230777978897097
292,Tue Apr 26 12:11:42 2022,3.053493022918701,2.20733642578125,3.63067626953125,3.99993896484375,2.999999761581421,3.053493022918701,2.0,1.83526611328125,2.0,1.5,1.6303879022598269,-1.0291333198547363,0.008944702334702,-0.002233657753095,0.0182514190673828,1.7091917991638184,1.1181131601333618,0.6133146286010742,1.178900957107544,1.2598111629486084,1.786512851715088,1.7887277603149414,2.992372989654541,1.6964954137802124,1.1906546354293823,0.9538940787315368,-0.9204196333885192,0.0145841985940933,-0.0018946949858218,0.014487424865365,1.1325150728225708,-1.2047560214996338,0.0340586602687835,0.0710023567080497,0.0269081853330135,1.3661024570465088,1.563994288444519,2.8440303802490234,1.974279522895813,1.2988487482070925
293,Tue Apr 26 12:11:44 2022,3.014046430587769,2.23187255859375,3.90997314453125,3.99993896484375,2.999999761581421,3.014046430587769,2.0,1.99993896484375,2.0,1.5,1.6443880796432495,-1.031028389930725,0.0088846972212195,-0.0048778150230646,0.0262260418385267,1.7184287309646606,1.1249674558639526,0.5986686944961548,1.1528414487838743,1.2557687759399414,1.7539548873901367,1.7778291702270508,3.340643882751465,1.7348439693450928,1.194487452507019,0.9569137692451476,-0.916496217250824,0.0148407584056258,-0.0042311237193644,0.0208844505250453,1.1219415664672852,-1.20988667011261,0.0131471427157521,0.0552703663706779,0.0300714205950498,1.333204746246338,1.576065182685852,2.760750532150269,2.0088553428649902,1.302657127380371
294,Tue Apr 26 12:11:47 2022,3.0119221210479736,2.0882568359375,3.98394775390625,3.99993896484375,2.999999761581421,3.0119221210479736,2.0,1.99993896484375,2.0,1.5,1.5936933755874634,-1.0291849374771118,0.0076570129022002,-0.004156379494816,0.0161874182522296,1.6656320095062256,1.1119204759597778,0.5827804803848267,0.9987635612487792,1.238066554069519,1.808275818824768,1.798689842224121,3.4317193031311035,2.0024759769439697,1.2115665674209597,0.9568099975585938,-0.9255922436714172,0.013138759881258,-0.0041615250520408,0.0130747556686401,1.1257044076919556,-1.195033311843872,0.0194934383034706,0.0013650095788761,0.0277558770030736,1.3490251302719116,1.5409430265426636,3.314375638961792,2.534995079040528,1.3286218643188477
295,Tue Apr 26 12:11:49 2022,1.1073931455612185,1.10028076171875,0.3763427734375,0.27630615234375,0.5282605290412903,1.1073931455612185,1.10028076171875,0.20989990234375,0.13861083984375,0.2988259792327881,1.0344152450561523,-1.0331813097000122,0.0113355638459324,0.0045664976350963,0.0001359107409371,1.03449285030365,1.0332587957382202,0.0419445969164371,0.0281691327691078,0.0527613461017608,1.070469617843628,1.0648646354675293,5.004218101501465,4.920664310455322,5.663729190826416,0.9999249577522278,-0.9999250173568726,0.2702508568763733,0.1621099859476089,0.0025759527925401,1.000229001045227,-1.000221610069275,0.7334086894989014,0.4349828064441681,0.0667496770620346,1.0006107091903689,1.0005919933319092,4.723451137542725,5.888545989990234,4.4339094161987305
296,Tue Apr 26 12:11:52 2022,1.0954161882400513,3.12109375,3.99993896484375,3.01971435546875,0.5819270610809326,1.0954161882400513,2.0,2.0,1.673583984375,0.3103424906730652,1.034202218055725,-1.0315735340118408,0.0116792675107717,0.0038018799386918,-3.604154699132778e-05,1.0342998504638672,1.0416816473007202,0.2651581168174743,0.1643612533807754,0.0519017577171325,1.0590895414352417,1.9199724197387693,7.542669296264648,10.182351112365724,5.979421615600586,0.9999055862426758,-0.9902963638305664,0.0440464280545711,0.0231312420219182,-0.0006944186170585,1.0002827644348145,-1.0210716724395752,0.1753263473510742,-0.1749529391527176,0.0913794785737991,1.0007548332214355,1.0659798383712769,25.740673065185547,25.535295486450195,6.894743919372559
297,Tue Apr 26 12:11:54 2022,1.7946174144744873,1.55560302734375,2.00244140625,2.3607177734375,2.999999761581421,1.7946174144744873,1.55560302734375,1.01092529296875,1.21343994140625,1.5,1.1431174278259275,-1.0327595472335815,0.0124868396669626,0.0047928621061146,0.0002036101795965,1.1585572957992554,1.047677993774414,0.2949815094470978,0.3970037698745727,0.7964865565299988,1.5490105152130127,1.48481023311615,3.4270801544189453,3.05649471282959,1.8832709789276123,0.9866731762886048,-0.9857604503631592,0.0423309244215488,0.0120725855231285,0.0002556354156695,1.0407142639160156,-1.0418778657913208,0.0669776275753974,0.0313817970454692,0.0254568476229906,1.111740231513977,1.1127619743347168,2.83760142326355,2.8342902660369877,2.223188877105713
298,Tue Apr 26 12:11:57 2022,2.063958168029785,1.846435546875,1.98883056640625,2.75628662109375,2.999999761581421,2.063958168029785,1.846435546875,1.012939453125,1.3804931640625,1.5,1.144191026687622,-1.0333541631698608,0.013061256147921,0.0039138793945312,0.0016738029662519,1.1626003980636597,1.0513628721237185,0.3007731437683105,0.3947299122810364,0.7858020067214966,1.775294542312622,1.7562304735183716,3.3677854537963867,3.4973106384277344,1.9088778495788572,0.984165370464325,-0.9828710556030272,0.0434256047010421,0.0099153351038694,0.0021300569642335,1.0488940477371216,-1.0503506660461426,0.0885280966758728,-0.0555795617401599,0.0254289750009775,1.1360359191894531,1.1367251873016355,2.9823555946350098,3.0188405513763428,2.2448410987854004
299,Tue Apr 26 12:11:59 2022,2.065782308578491,1.8460693359375,2.37384033203125,3.071533203125,2.999999761581421,2.065782308578491,1.8460693359375,1.29931640625,1.72601318359375,1.5,1.1680235862731934,-1.0328820943832395,0.0132968518882989,0.0043086241930723,0.0002617732970975,1.1943998336791992,1.0613094568252563,0.3499928116798401,0.421566903591156,0.8581739068031311,1.7295567989349363,1.7394260168075562,3.712408781051636,4.09428071975708,1.7478975057601929,0.9779167175292968,-0.9732148051261902,0.0379917845129966,0.0102204987779259,0.0003050352679565,1.0642460584640503,-1.0761559009552002,0.1398764252662658,-0.033370804041624,0.0209802445024251,1.1746976375579834,1.2060611248016355,3.017664909362793,3.1818151473999023,2.0830044746398926
300,Tue Apr 26 12:12:02 2022,3.464101552963257,3.99993896484375,3.99993896484375,3.99993896484375,2.999999761581421,3.464101552963257,2.0,2.0,2.0,1.5,1.3175767660140991,-1.015460968017578,0.0128463748842477,-0.0012543105985969,-0.0001856579619925,1.4087252616882324,1.1030899286270142,0.5348123908042908,0.6940287947654724,0.8296681046485901,2.4590327739715576,1.8130887746810915,3.739629030227661,2.8817248344421387,1.8079519271850584,0.935297191143036,-0.9205604791641236,0.0240203384310007,-0.0018072889652103,-0.0002237737789982,1.253177046775818,-1.059025764465332,0.0373617187142372,0.0293128974735736,0.0131790582090616,1.8455076217651367,1.3750079870224,6.432853221893311,5.608908653259277,2.164139747619629
301,Tue Apr 26 12:12:04 2022,2.9653127193450928,2.1636962890625,3.7294921875,3.99993896484375,2.999999761581421,2.9653127193450928,2.0,1.867919921875,2.0,1.5,1.6107559204101562,-1.0315253734588623,0.0064177704043686,-0.0046138381585478,0.0167157817631959,1.6836862564086914,1.1176966428756714,0.6103531122207642,1.101373314857483,1.241666316986084,1.761202692985535,1.7893942594528198,3.060392141342163,1.815914750099182,1.2080540657043457,0.956684112548828,-0.9229028224945068,0.010514847934246,-0.0041891681030392,0.0134623786434531,1.1256128549575806,-1.2006152868270874,0.0492135733366012,0.0361586473882198,0.019673241302371,1.3482346534729004,1.552517294883728,2.740445137023926,2.0940067768096924,1.3264364004135132
302,Tue Apr 26 12:12:07 2022,3.063666343688965,2.15777587890625,3.5584716796875,3.99993896484375,2.999999761581421,3.063666343688965,2.0,1.89312744140625,2.0,1.5,1.573256254196167,-1.0324058532714844,0.0120355607941746,0.0032782745547592,0.0115803238004446,1.650019884109497,1.1119221448898315,0.553609311580658,1.0861446857452393,1.2327615022659302,1.85674512386322,1.7986871004104614,3.4196090698242188,1.8413753509521484,1.216780424118042,0.953477144241333,-0.9284875392913818,0.0217401701956987,0.0030182669870555,0.0093938075006008,1.1387497186660769,-1.1895270347595217,0.1313054710626602,-0.028131891041994,0.0199944376945495,1.3906017541885376,1.5237910747528076,2.9607362747192383,2.1127889156341557,1.3351730108261108
303,Tue Apr 26 12:12:10 2022,3.122729778289795,2.1048583984375,3.3929443359375,3.99993896484375,2.999999761581421,3.122729778289795,2.0,1.7586669921875,2.0,1.5,1.611307978630066,-1.0338678359985352,0.0086886975914239,-0.000945167557802,0.0225056577473878,1.6847110986709597,1.1183916330337524,0.5804733037948608,1.1182584762573242,1.2492226362228394,1.8535698652267456,1.78828227519989,3.029712200164795,1.7884953022003174,1.200746774673462,0.9564298391342164,-0.9244238138198853,0.0149682983756065,-0.0008452138281427,0.0180157292634248,1.1229796409606934,-1.1949270963668823,0.0820571705698967,0.0722275301814079,0.0289132632315158,1.3370602130889893,1.5333681106567385,2.795497179031372,2.063129186630249,1.3156449794769287
304,Tue Apr 26 12:12:12 2022,2.949790954589844,2.88348388671875,3.9107666015625,3.99993896484375,2.999999761581421,2.949790954589844,2.0,1.99993896484375,2.0,1.5,1.514102339744568,-1.0304063558578491,0.0115965651348233,0.0084911342710256,0.0227008108049631,1.5921456813812256,1.1027870178222656,0.5467994809150696,1.0098499059677124,1.2491426467895508,1.85271418094635,1.8135868310928345,3.657536268234253,1.980492353439331,1.2008236646652222,0.9509822726249696,-0.934365689754486,0.0212080758064985,0.0084083136171102,0.0181731134653091,1.1495938301086426,-1.169797420501709,0.0405120626091957,-0.0152196260169148,0.0285689365118742,1.424784541130066,1.474442720413208,3.3257644176483154,2.447228193283081,1.3112497329711914
305,Tue Apr 26 12:12:15 2022,1.1324671506881714,1.11224365234375,0.4271240234375,0.4083251953125,0.8328427076339722,1.1324671506881714,1.11224365234375,0.240478515625,0.21929931640625,0.4500154852867126,1.0346739292144775,-1.0328798294067385,0.0112162781879305,0.0042309188283979,-0.0001280984433833,1.0348048210144043,1.033003568649292,0.043691448867321,0.0426373220980167,0.0771529376506805,1.094377517700195,1.076708436012268,5.50401782989502,5.143365383148193,5.8327717781066895,0.9998735189437866,-0.9998801946640016,0.2567156255245209,0.099230408668518,-0.0016603184631094,1.0003862380981443,-1.0003656148910522,0.702293872833252,0.227470576763153,0.170008972287178,1.001031517982483,1.0009727478027344,5.926464080810547,6.057531356811523,6.673945426940918
306,Tue Apr 26 12:12:17 2022,2.8362412452697754,2.4212646484375,3.99993896484375,3.69927978515625,0.8996374011039734,2.8362412452697754,2.0,2.0,1.96783447265625,0.4873455762863159,1.077337622642517,-1.031623601913452,0.0121896360069513,0.0047151185572147,-2.1931171431788243e-05,1.0932838916778564,1.0406785011291504,0.2675651311874389,0.2016649097204208,0.0997441262006759,2.594240427017212,1.9218231439590452,7.474815368652344,9.757942199707031,4.885957717895508,0.9854143261909484,-0.991299033164978,0.0455576404929161,0.0233809575438499,-0.0002198743168264,1.0643954277038574,-1.0238136053085327,-0.4262331426143646,0.9714881777763368,0.0703318044543266,1.2235506772994995,1.0690388679504397,27.819528579711918,26.976465225219727,6.093533039093018
307,Tue Apr 26 12:12:20 2022,1.9761093854904173,1.53729248046875,1.8919677734375,2.939208984375,2.999999761581421,1.9761093854904173,1.53729248046875,0.95062255859375,1.62506103515625,1.5,1.1442419290542605,-1.0331555604934692,0.0121406940743327,0.0044149016030132,0.0034369917120784,1.16075599193573,1.0487611293792725,0.2848958969116211,0.4281557202339172,0.7991112470626831,1.7024331092834473,1.4658175706863403,3.3367366790771484,3.795490741729736,1.877085328102112,0.9857730269432068,-0.9851199984550476,0.0426144935190677,0.0103114387020468,0.0043010176159441,1.0433486700057983,-1.0433645248413086,0.1156387105584144,-0.0389133132994174,-0.0094876065850257,1.119025707244873,1.1162168979644775,2.6767325401306152,3.134761095046997,2.259458541870117
308,Tue Apr 26 12:12:22 2022,1.802932620048523,1.59405517578125,2.01617431640625,2.4112548828125,2.999999761581421,1.802932620048523,1.59405517578125,1.0618896484375,1.24017333984375,1.5,1.1467325687408447,-1.03386390209198,0.011393585242331,0.0049033355899155,0.0004449310654308,1.1630825996398926,1.050647258758545,0.3067438006401062,0.3934587240219116,0.8497533798217773,1.5501328706741333,1.5172125101089478,3.461812973022461,3.1519782543182373,1.7652180194854736,0.9859424829483032,-0.9840257167816162,0.0371436513960361,0.0124621344730257,0.0005236002034507,1.0422943830490112,-1.0466140508651731,0.1025778353214263,-0.0096537712961435,0.0096558956429362,1.115540862083435,1.1255933046340942,2.878791093826294,2.7192904949188232,2.10332989692688
309,Tue Apr 26 12:12:25 2022,1.9366668462753296,1.7276611328125,2.114501953125,2.8543701171875,2.999999761581421,1.9366668462753296,1.7276611328125,1.13287353515625,1.480224609375,1.5,1.1522102355957031,-1.0334049463272097,0.0100157931447029,0.0041782762855291,-0.0008127795881591,1.1764440536499023,1.0592620372772217,0.3429277539253235,0.379981517791748,0.833682656288147,1.6462039947509766,1.6310044527053833,3.303534030914306,3.895517349243164,1.799245834350586,0.9794008135795592,-0.9755895137786864,0.0292067155241966,0.0109959989786148,-0.0009749268065206,1.059129238128662,-1.068588376045227,0.0976286232471466,-0.0214603785425424,0.0100273936986923,1.159380316734314,1.183903694152832,2.780635118484497,3.193833589553833,2.133754014968872
310,Tue Apr 26 12:12:27 2022,3.464101552963257,3.99993896484375,3.99993896484375,3.99993896484375,2.999999761581421,3.464101552963257,2.0,2.0,2.0,1.5,1.3150084018707275,-1.0134083032608032,0.011261710897088,0.0153134539723396,-0.005559442564845,1.4047479629516602,1.10108745098114,0.5313167572021484,0.6918269991874695,1.2098431587219238,2.465995073318481,1.816386103630066,3.764232873916626,2.8908960819244385,1.2398301362991333,0.9361169934272766,-0.9203703999519348,0.0211958512663841,0.0221348032355308,-0.0045951763167977,1.2435539960861206,-1.07158625125885,0.1341366320848465,0.1818395555019378,0.0085661625489592,1.8012489080429075,1.3791760206222534,5.628706455230713,5.593937873840332,1.3716858625411987
311,Tue Apr 26 12:12:30 2022,3.0053465366363525,2.19354248046875,3.7603759765625,3.99993896484375,2.999999761581421,3.0053465366363525,2.0,1.88238525390625,2.0,1.5,1.5842235088348389,-1.0306007862091064,0.012536316178739,-0.0020606613252311,0.0126182977110147,1.660637378692627,1.1159155368804932,0.5741958618164062,1.0875416994094849,1.2315186262130735,1.8097548484802248,1.792250394821167,3.278298139572144,1.8390100002288816,1.2180083990097046,0.9539852142333984,-0.9235473275184632,0.0218328218907117,-0.0018947883509099,0.0102461278438568,1.1330327987670898,-1.1976639032363892,0.0924761742353439,0.087746724486351,0.0168062951415777,1.3684589862823486,1.5444287061691284,2.806260108947754,2.1350154876708984,1.3375612497329712
312,Tue Apr 26 12:12:32 2022,3.245586633682251,2.4278564453125,3.64447021484375,3.99993896484375,2.999999761581421,3.245586633682251,2.0,1.9832763671875,2.0,1.5,1.5839613676071167,-1.0299780368804932,0.008078041486442,0.0026084899436682,0.0235256571322679,1.6617484092712402,1.1140378713607788,0.5947155356407166,1.080113172531128,1.2433472871780396,1.9531155824661253,1.7952711582183838,3.334831953048706,1.8516578674316408,1.2064207792282104,0.9531896114349364,-0.9245449304580688,0.0135830342769622,0.0024150153622031,0.0189212281256914,1.1349706649780271,-1.1985528469085691,0.0584372505545616,0.0398056879639625,0.0248967409133911,1.3743270635604858,1.551098346710205,2.9363863468170166,2.1612274646759038,1.3227388858795166
313,Tue Apr 26 12:12:35 2022,2.956508159637451,2.11865234375,3.96270751953125,3.99993896484375,2.999999761581421,2.956508159637451,2.0,2.0,2.0,1.5,1.6057188510894775,-1.0321650505065918,0.0101389316841959,0.0021718216594308,0.0181022677570581,1.682018518447876,1.1205931901931765,0.6130818128585815,1.0943429470062256,1.2310078144073486,1.7577143907546997,1.784769058227539,3.262207269668579,1.8275806903839111,1.2185138463974,0.9546380043029784,-0.9210880994796752,0.0165376495569944,0.0019845897331833,0.0147052416577935,1.132521629333496,-1.2035799026489258,0.0221076495945453,-0.0297409985214471,0.0269582364708185,1.3682715892791748,1.5599987506866455,2.920217990875244,2.122137546539306,1.340816617012024
314,Tue Apr 26 12:12:37 2022,3.085223436355591,2.6778564453125,3.90399169921875,3.99993896484375,2.999999761581421,3.085223436355591,2.0,1.99993896484375,2.0,1.5,1.5415269136428833,-1.0295324325561523,0.01031494140625,-0.001441764878109,-0.0048511773347854,1.6225897073745728,1.1070047616958618,0.5668295621871948,1.042134165763855,0.5572647452354431,1.9014192819595337,1.806676983833313,3.528289794921875,1.9191386699676516,2.691718816757202,0.950041115283966,-0.930016279220581,0.0181976072490215,-0.0013834733981639,-0.008705336600542,1.1526092290878296,-1.1835944652557373,0.0770755037665367,0.0132783129811286,0.0736942365765571,1.4339492321014404,1.515434741973877,3.4034671783447266,2.4018566608428955,5.9278340339660645
315,Tue Apr 26 12:12:40 2022,1.0845171213150024,1.0810546875,0.31524658203125,0.31695556640625,0.6636033654212952,1.0845171213150024,1.0810546875,0.16302490234375,0.16082763671875,0.334890067577362,1.0338016748428345,-1.0327547788619995,0.0110154720023274,0.0041640470735728,4.2399478843435645e-06,1.0338889360427856,1.0328425168991089,0.0370391942560672,0.028101772069931,0.0535500571131706,1.0489686727523804,1.046679139137268,4.401415824890137,5.7230424880981445,6.2537760734558105,0.999915599822998,-0.9999150633811952,0.297400414943695,0.1481773853302002,7.917728362372145e-05,1.0002542734146118,-1.0002576112747192,0.6664591431617737,0.3600494861602783,0.1085791438817977,1.0006791353225708,1.0006824731826782,4.180452823638916,7.05795955657959,7.170807838439941
316,Tue Apr 26 12:12:42 2022,2.8174917697906494,2.11553955078125,3.92498779296875,3.96954345703125,2.999999761581421,2.8174917697906494,2.0,2.0,2.0,1.5,1.0766438245773315,-1.0320543050765991,0.012417297810316,0.00491882301867,-0.0018913159146904,1.092881202697754,1.0405566692352295,0.2656826078891754,0.2025879174470901,0.7410933375358582,2.578040361404419,1.922048091888428,7.527779102325439,9.872257232666016,2.0240366458892822,0.9851425886154176,-0.9918290376663208,0.0467373393476009,0.0242799427360296,-0.0025520615745335,1.067562460899353,-1.0234999656677246,-0.4044854640960693,0.8360068798065186,0.0565915815532207,1.237341046333313,1.0676751136779783,26.669584274291992,34.49602127075195,2.5937905311584477
317,Tue Apr 26 12:12:45 2022,1.8576583862304688,1.55877685546875,1.676513671875,2.212890625,2.999999761581421,1.8576583862304688,1.55877685546875,0.9107666015625,1.1961669921875,1.5,1.13096022605896,-1.0323010683059692,0.0100184250622987,0.0036355589982122,-0.0016207034932449,1.1461243629455566,1.0476070642471311,0.2910768985748291,0.3624853491783142,0.7753356695175171,1.6208174228668213,1.4879404306411743,3.128955364227295,3.2999043464660645,1.9346458911895752,0.986769199371338,-0.9853895902633668,0.0344184823334217,0.0100295338779687,-0.0020903248805552,1.0401504039764404,-1.0428067445755005,0.193672314286232,-0.0218413639813661,-0.0074095777235925,1.1100914478302002,1.1151456832885742,2.6044745445251465,2.858212947845459,2.329899311065674
318,Tue Apr 26 12:12:48 2022,2.0095014572143555,1.68646240234375,1.92291259765625,2.80322265625,2.999999761581421,2.0095014572143555,1.68646240234375,1.038330078125,1.51251220703125,1.5,1.1384625434875488,-1.0336694717407229,0.0117854308336973,0.003306541359052,7.281204489117954e-06,1.155824899673462,1.0510611534118652,0.3007152080535888,0.3751958906650543,0.8372128009796143,1.73858642578125,1.604533076286316,3.4528684616088867,4.031260013580322,1.791659235954285,0.9849783778190612,-0.9834532141685486,0.039191335439682,0.0088128400966525,8.69695759320166e-06,1.045343041419983,-1.0481303930282593,0.1695044487714767,-0.0031147107947617,0.0100567173212766,1.1241399049758911,1.1294186115264893,2.874319553375244,3.0764353275299072,2.139012098312378
